step,vehicles,waiting_vehicles,avg_vehicle_wait
149,6.514265586309392,0,0.39398161579932756
150,8.517638090205041,2,0.00890797132258424
151,6.521009017285297,2,0.681400720835654
152,3.5243783572817295,1,0.10463803582097987
153,5.527746099930746,1,0.8711565307329996
154,4.531112234973618,0,0.2192877049098231
155,7.534476752156514,0,0.20671311695719174
156,10.537839641230532,2,0.005943857753707181
157,4.5412008919517275,3,2.200257566167485
158,1.5445604940811486,2,0.4733805614270187
159,7.547918437384865,0,0.27472273609851217
160,9.551274711633999,1,0.05080677463469832
161,5.554629306604756,0,0.6005685213689484
162,7.557982212078459,1,0.16615179774023764
163,6.561333417841576,0,2.2232641622674345
164,6.564682913685753,1,1.5033699089383783
165,9.568030689407845,2,0.6645728114019755
166,5.571376734809947,1,1.7714714423781142
167,10.574721039699424,0,0.055820018911628445
168,12.578063593888944,2,0.1641932595353537
169,7.581404387196505,1,0.14600791735162078
170,1.5847434094454735,1,0.03736859343505749
171,8.588080650464608,1,1.7918382389185983
172,8.591416100088093,3,0.03092391835056987
173,5.5947497481555715,0,0.9713687575726112
174,7.598081584512173,0,0.7308569725418734
175,4.6014115990085465,0,0.2356959662235745
176,7.604739781500889,1,0.009493235162651206
177,4.608066121850981,3,0.0030572804328065405
178,7.611390609926211,2,0.11407417767299317
179,5.6147132355996145,1,0.34048736322995593
180,12.618033988749895,4,0.306161599712455
181,5.621352859261464,0,0.4400910055771857
182,5.624669837024465,0,0.7391155997753818
183,5.62798491193481,0,0.23688906374327848
184,4.631298073894205,0,0.08739322587407176
185,5.634609312810184,1,0.8048412632458997
186,7.63791861859614,2,0.20225079721669914
187,4.6412259811713525,1,0.1690541155206449
188,3.6445313904610224,1,0.7226232727819658
189,4.6478348363962985,0,1.3601077350402027
190,4.651136308914314,1,1.2323243102236365
191,9.654435797958207,2,0.07392668983756084
192,6.6577332934771665,0,0.34974175988152684
193,5.661028785426446,2,0.04873491112759869
194,10.664322263767406,0,1.621788692237545
195,2.6676137184675417,0,0.12118095191255994
196,9.67090313950051,0,0.10996783526359875
197,11.674190516846163,0,1.0985978174066868
198,7.677475840490583,1,1.7186800475358412
199,8.6807591004261,0,0.5980556589654472
200,6.684040286651338,0,0.06448805396681791
201,5.687319389171233,1,0.3326255698153727
202,6.690596397997069,2,0.8480567476179196
203,3.6938713031465116,0,0.4248738102934128
204,8.69714409464363,0,0.07112455788289296
205,4.7004147625189345,2,0.09430328277630158
206,5.703683296809404,2,0.9980713351538041
207,3.706949687558514,2,0.37436077461781964
208,8.710213924816275,1,0.6118102372177114
209,6.71347599863925,0,0.2334542330908119
210,11.716735899090601,1,0.3801625460263114
211,7.719993616240102,0,1.8883777563297426
212,10.723249140164185,0,0.2000172181940282
213,9.726502460945957,0,0.5616398118329531
214,6.729753568675239,0,0.09467644369862566
215,5.733002453448594,1,0.06490623548859745
216,5.736249105369356,0,0.7654060531050461
217,10.739493514547659,1,0.929296583092782
218,1.7427356711004696,1,0.551779796233592
219,7.745975565151618,0,0.08610393897474959
220,6.749213186831824,0,0.13760539205909467
221,5.752448526278731,2,1.2105475544532789
222,6.7556815736369344,0,0.1703333446857788
223,9.75891231905801,0,0.8542439578764865
224,7.762140752700548,0,0.1683922449208691
225,7.765366864730179,2,1.4022467081927728
226,5.768590645319607,0,1.229344163790657
227,4.771812084648637,1,0.022113461957699462
228,7.775031172904206,0,0.7357387674021929
229,7.778247900280412,1,0.09284065335978271
230,3.7814622569785477,2,0.1212088206707297
231,3.784674233207123,1,0.30794976833385523
232,6.787883819181902,0,0.4293862292943485
233,9.79109100512593,1,0.1971140296741131
234,6.794295781269561,0,0.42828427686784537
235,8.797498137850493,2,0.09356155571951694
236,8.80069806511379,3,0.01129545921907059
237,5.8038955533119205,1,0.4234107733433505
238,5.80709059270478,2,0.3642993733013077
239,9.810283173559725,0,0.5850336795623519
240,8.8134732861516,2,0.5246569296548356
241,7.81666092076277,1,1.1388798067322943
242,7.819846067683145,0,0.3076012932663502
243,2.8230287172102173,0,0.00420234770158361
244,7.826208859649084,1,0.4980089176737083
245,5.829386485312478,0,0.5621688276976964
246,3.8325615845208025,0,0.36854429833108837
247,5.835734147602153,1,0.5844715688831138
248,4.838904164892354,2,0.1954733657436625
249,8.842071626734983,1,0.08055895756555112
250,8.845236523481399,1,0.5461466437720821
251,3.8483988454907805,1,0.1406422431688338
252,4.851558583130146,0,0.3046934582013839
253,7.854715726774385,1,0.3382657253800434
254,4.857870266806292,1,0.32427771868927696
255,11.86102219361659,1,0.4562105439067042
256,5.864171497603965,0,0.014948089670216382
257,6.867318169175088,2,2.286956652474043
258,4.870462198744655,1,0.6299374284566301
259,3.8736035767354045,0,0.27702993441257745
260,7.876742293578155,1,0.10618219680003622
261,4.87987833971183,0,0.04178718465119654
262,1.8830117055834905,2,0.557661194936096
263,6.88614238164836,1,0.19059771805171016
264,7.889270358369855,1,0.1303438332342773
265,9.892395626219617,1,0.23898111723771148
266,6.895518175677539,2,0.44937656897367234
267,10.898637997231793,1,0.5569216722958514
268,8.901755081378862,0,0.5180583364505291
269,5.904869418623566,1,0.9948574001195762
270,11.907980999479093,1,0.12343479487325525
271,2.911089814467031,2,0.5063267070785336
272,7.914195854117389,1,0.05329973930894268
273,5.9172991089686295,0,0.39696430910713926
274,5.920399569567703,1,0.43848501485236435
275,6.923497226470068,0,0.12182449082983896
276,6.926592070239724,1,0.24853790196766204
277,7.929684091449239,0,0.8777896376084318
278,9.932773280679783,1,0.08032448874061902
279,6.935859628521147,1,0.285027971509446
280,3.9389431255717815,1,1.3495432814904627
281,9.94202376243882,1,0.35069949433655195
282,7.945101529738108,1,0.6457352622047573
283,1.9481764180942327,3,0.8768448231500177
284,9.951248418140551,2,0.11393634230758813
285,4.954317520519217,0,0.12308918591404737
286,7.957383715881214,1,0.7106322889074426
287,4.960446994886378,0,0.6998047845301081
288,5.96350734820343,1,0.031035222347191856
289,5.966564766510005,1,0.19467156473572622
290,4.969619240492674,1,0.2541913815809135
291,5.972670760846981,1,0.8831640140032576
292,6.9757193182774655,2,0.2739715631481758
293,7.978764903497693,1,1.301364853344507
294,5.981807507230282,0,2.8431349308742435
295,5.984847120206934,0,0.7587169726442832
296,5.987883733168462,0,0.5488863549573898
297,6.990917336864815,3,0.24870563821403108
298,5.993947922055111,3,0.034696178877643834
299,8.996975479507661,0,0.4256481374972568
300,5.0,1,0.2244772860381462
301,8.003021474318915,1,0.21608276329233653
302,10.00603989326047,2,0.5819103213819448
303,11.00905524763004,0,0.31147425286326125
304,6.012067528242327,1,0.6973525053836956
305,11.015076725921409,0,0.2538928102022476
306,4.018082831500743,0,0.08176759667512343
307,7.021085835823211,0,0.3093423385208909
308,11.024085729741143,2,1.5080952039426907
309,6.02708250411634,2,0.8085451313534604
310,7.0300761498201085,1,0.11517803396675375
311,9.033066657733283,1,0.24821528380384428
312,8.03605401874626,0,1.314102877298129
313,3.039038223759019,0,0.06602285338785749
314,12.042019263681153,0,0.14648149054488102
315,8.044997129431898,1,0.15205659403599883
316,6.047971811940158,1,0.42307095265270955
317,7.050943302144535,2,0.26443821495325653
318,7.053911590993355,0,0.04162052353759021
319,3.0568766694446943,1,0.49602121595811133
320,6.059838528466409,0,0.0521682226096933
321,8.062797159036165,3,0.4662290257311887
322,7.0657525521414595,2,0.35363155175699723
323,8.068704698779653,2,0.3402820016476179
324,10.071653589957993,0,0.03494105049175557
325,7.074599216693648,1,0.5097440816813825
326,9.077541570013725,1,0.28221892396663406
327,4.08048064095531,2,0.2647546426118417
328,7.083416420565479,1,0.4537291717768019
329,3.086348899901341,2,0.4660170808672764
330,2.089278070030054,0,0.007573720592712547
331,3.092203922028858,1,0.06689479938026138
332,7.0951264469851,0,0.13493300974990002
333,9.098045635996263,1,0.5665666712898774
334,8.10096148016999,5,0.42988564714464955
335,4.103873970624116,0,0.7086431075574827
336,4.106783098486688,1,0.6747070491576391
337,7.109688854895999,1,0.9592837374145192
338,4.11259123100061,0,0.23645581571216787
339,7.11549021795938,0,0.2116087768621152
340,8.118385806941493,0,0.8889738552704813
341,3.121277989126483,0,0.1356429692685589
342,5.124166755704261,2,0.309179780977452
343,9.127052097875143,2,0.10803782644330327
344,10.129934006849876,0,1.2257789298358615
345,8.132812473849665,0,0.2619579756494631
346,5.135687490106203,1,0.11943763562677147
347,6.138559046861689,1,0.5888494864133783
348,8.141427135368863,2,0.14028350777774373
349,6.1442917468910325,0,1.4367892078938147
350,3.147152872702092,0,0.2291300395734958
351,4.150010504086557,2,0.5462764103435184
352,11.152864632339586,3,0.2117470269892418
353,8.155715248767011,1,0.8231691755367483
354,5.1585623446853575,3,1.136138242384881
355,7.1614059114218795,0,0.7753919906704583
356,10.16424594031458,1,0.9435815885038082
357,5.167082422712235,1,0.05372625558746201
358,10.169915349974431,1,1.2889366573032126
359,10.172744713471578,0,0.4894831332250454
360,11.175570504584947,0,1.0171099434554087
361,9.178392714706684,4,0.576698093305127
362,6.181211335239851,0,0.11272790410028331
363,7.184026357598439,1,0.4702342125126722
364,5.186837773207403,1,0.04767552216736174
365,5.189645573502682,0,0.5949084537765367
366,11.192449749931232,1,0.26297059617014656
367,5.195250293951043,0,0.08228001916028749
368,5.198047197031172,1,1.9371183879334386
369,8.200840450651768,0,1.1567442812337128
370,4.203630046304096,2,1.1200104162914024
371,9.206415975490565,2,0.7775229396368476
372,9.20919822972475,0,0.5887971079423308
373,8.211976800531422,2,0.532220633075234
374,6.214751679446573,0,0.056077236596137184
375,5.217522858017441,0,1.1541317690372312
376,1.2202903278025352,0,1.0648556644552551
377,5.2230540803716625,0,0.6888707735155096
378,3.225814107305953,1,1.3108098400298362
379,5.228570400197887,3,0.402691696981625
380,9.231322950651316,0,0.2967797490890484
381,6.2340717502814975,2,1.72018852162298
382,9.236816790715109,0,0.3119329506110806
383,7.23955806359028,0,0.5126685173360804
384,5.24229556055662,1,0.23345393052913158
385,10.24502927327524,0,0.505749019262178
386,7.247759193418772,0,0.6366596470672522
387,7.25048531267141,1,0.48995553771763306
388,5.253207622728921,1,0.3613528208534576
389,3.255926115298676,1,0.17841661939423115
390,7.258640782099675,1,0.5161955740310564
391,10.261351614862573,1,1.1953197537592857
392,4.264058605329701,0,0.003468296902783838
393,3.2667617452551,0,0.07189420965430311
394,5.269461026404535,0,0.06378781514801161
395,8.272156440555527,0,1.2833098446482383
396,5.2748479794973795,0,0.5434619656617882
397,5.277535635031195,1,1.5160747673164805
398,9.280219398969912,1,0.437110685674136
399,6.282899263138315,5,0.3097001841704751
400,9.28557521937308,2,0.7859335871166367
401,5.288247259522773,1,0.08773788188407636
402,7.290915375447901,2,0.24009819272517305
403,7.29357955902092,1,0.3139365654957063
404,4.296239802126262,2,0.1772375359392448
405,8.298896096660368,0,0.23203909959288943
406,9.301548434531702,0,0.04066207376756088
407,12.304196807660784,2,0.11031310464599849
408,9.306841207980211,0,0.20435773264844548
409,4.309481627434679,2,0.7945491686628814
410,7.3121180579810146,0,0.1007505702748709
411,4.314750491588192,3,0.21281378616687546
412,7.317378920237361,1,0.03356175003099659
413,10.320003335921873,2,0.4072105390252701
414,6.322623730647304,0,0.4724105500490955
415,3.3252400964314752,2,1.0031567461777557
416,9.327852425304483,1,0.8549496644331925
417,10.330460709308722,0,0.16800074200002496
418,6.333064940498905,0,0.07364346337716113
419,8.335665110942093,2,0.0848506731822918
420,8.338261212717716,2,1.7363028113391945
421,3.340853237917598,0,0.5592429546733868
422,6.34344117864598,0,0.021751745240447675
423,3.3460250270195466,0,0.07354241635504698
424,10.348604775167447,1,0.3325715553783244
425,11.35118041523132,0,0.11648887716526991
426,7.3537519393653215,1,0.8139511295637358
427,7.3563193397361415,1,0.42573993356433504
428,14.358882608523032,0,0.47419033489804296
429,11.361441737917836,0,0.31071618663109873
430,6.363996720124997,0,0.1478993116409344
431,9.366547547361598,0,0.4450722871236938
432,8.369094211857377,2,0.6311012714924822
433,8.371636705854753,1,0.23177073910037096
434,6.3741750216088455,0,0.3515418226786375
435,5.376709151387508,0,0.9153041136553443
436,7.37923908747134,1,0.08048463120407064
437,5.381764822153716,2,0.3939756054412771
438,8.384286347740813,1,0.21417191717397085
439,5.386803656551626,2,0.6066661645353755
440,7.3893167409179945,0,0.009494703037925758
441,6.391825593184628,0,0.5550489479293803
442,6.394330205709129,0,0.05429270726064513
443,4.3968305708620115,0,0.03348019400880633
444,5.39932668102673,2,0.6448076519799364
445,11.401818528599701,0,0.5113010621027426
446,9.404306105990324,0,1.1265924664676314
447,3.4067894056210077,0,0.3666252956207153
448,8.409268419927189,0,0.3775372774176087
449,3.411743141357362,1,0.6138217720463891
450,7.414213562373095,2,0.19533572027253246
451,7.416679675449058,0,0.018805481567577175
452,4.419141473073042,1,0.13071213991314276
453,4.421598947745985,0,0.13591316218212782
454,12.424052091981993,0,0.20447974087189438
455,8.426500898308364,1,1.4364276330304382
456,9.428945359265606,1,0.8169749422447944
457,8.431385467407472,0,1.3740943802742769
458,4.4338212153009655,0,3.289078346287702
459,5.436252595526378,0,0.2843854124212626
460,5.438679600677302,1,0.12878554091369368
461,7.4411022233606605,2,0.41049500475642253
462,6.443520456196724,2,1.0648809766225105
463,12.445934291819135,2,0.3134287165584974
464,11.448343722874935,1,0.3520022569057054
465,6.450748742024575,1,0.07218877486918235
466,2.453149341941952,2,0.2727564079948921
467,6.455545515314421,3,0.24469093810579345
468,5.4579372548428235,2,0.21669199633858144
469,5.460324553241504,1,1.0915070280456143
470,8.46270740323834,0,0.03056626178239881
471,10.465085797574758,2,1.7904105825129693
472,5.4674597290057525,1,0.004140509228291611
473,7.46982919029992,2,1.455640546743304
474,7.472194174239468,2,0.39708909972414375
475,6.474554673620248,0,0.6060785092477193
476,9.476910681251768,0,0.10359379477286733
477,7.47926218995722,1,0.5309640376685762
478,5.4816091925735,0,1.0683559887791712
479,8.483951681951233,0,0.07510929189934026
480,6.486289650954788,1,0.06795660618082255
481,3.488623092462308,1,0.18118693971182145
482,3.4909519993657243,2,0.08820506734999015
483,11.493276364570782,0,0.05862987584916696
484,11.495596180997063,3,0.5670975097924561
485,8.497911441578005,4,0.12028895894666647
486,7.500222139260919,1,0.5498287664757981
487,7.502528267007023,1,0.9899944391495828
488,7.504829817791449,1,0.5278120207189302
489,9.507126784603276,1,0.06355719565280409
490,5.509419160445544,1,0.42616240690807033
491,4.511706938335279,1,0.2501313741162266
492,7.513990111303513,1,0.21031800580113438
493,8.516268672395304,1,0.19175260222533907
494,8.518542614669762,3,1.3255908333591149
495,3.520811931200062,0,0.6783822586346974
496,7.523076615073474,1,0.07184788889346731
497,9.525336659391376,1,0.3231370261102384
498,12.527592057269285,2,0.1915263822296738
499,9.529842801836864,1,1.9069563871226973
500,10.532088886237956,0,1.9090153229922804
501,6.534330303630599,0,0.19248905923612697
502,5.536567047187047,1,0.21701957991021778
503,11.538799110093791,1,0.45741366051185095
504,6.541026485551578,0,0.32629734493069157
505,3.54324916677544,0,0.1198276058945257
506,10.545467146994703,0,0.5400113262986391
507,9.547680419453012,1,0.2033293930355871
508,7.549888977408359,3,0.530248735220875
509,4.552092814133092,1,0.2419957199218566
510,4.554291922913942,1,0.602336347690061
511,9.556486297052041,0,0.5510082445289124
512,5.5586759298629485,1,0.35546493569047366
513,4.560860814676659,1,0.6099494617076074
514,5.5630409448376374,2,0.30898801482028565
515,7.565216313704828,2,0.06172733807585163
516,6.56738691465168,1,0.1005114224358996
517,8.569552741066166,0,0.1411769025672446
518,11.571713786350804,1,0.03265817350321906
519,9.573870043922675,2,0.6213242820897831
520,8.576021507213444,0,0.22895075951143676
521,6.5781681696693814,0,0.0490949741599427
522,6.58031002475138,0,0.8572828962590076
523,7.58244706593498,0,0.5754598134546793
524,7.584579286710381,1,0.30094463380740866
525,4.58670668058247,1,0.14212753240660125
526,8.588829241070837,2,0.08228751726560986
527,5.5909469617097916,3,0.30658995333194344
528,8.593059836048393,2,1.0824811663912126
529,7.595167857650457,1,0.10437095434560117
530,8.597271020094585,0,0.420428424643556
531,5.599369316974181,1,1.630969894819771
532,4.601462741897467,0,0.506836819448427
533,5.603551288487508,1,0.28987775768584784
534,7.605634950382229,0,0.6300475944657938
535,6.607713721234434,1,0.8702801588392146
536,6.609787594711828,0,0.4464290879802506
537,13.611856564497032,0,1.0272080882990728
538,7.613920624287604,2,0.3613825044287563
539,5.615979767796061,0,0.8860637288495959
540,7.618033988749895,2,1.5184775951090528
541,7.620083280891592,2,0.34781860608206794
542,10.622127637978654,0,0.46443692867221753
543,10.624167053783612,0,0.47012209825532214
544,6.626201522094055,0,0.7603356008849703
545,8.628231036712638,2,0.8657062858406173
546,11.630255591457109,1,0.013803452063470847
547,3.6322751801603204,1,0.6609271050797305
548,6.634289796670257,1,0.7658109439831615
549,6.636299434850047,0,0.6027026473556673
550,6.638304088577984,0,0.6253499528522383
551,8.640303751747544,0,0.021142187463861935
552,5.6422984182674085,0,0.29173280282402086
553,8.644288082061475,1,0.8523680828895596
554,5.646272737068884,1,1.359104372125437
555,9.648252377244031,0,0.13033699526459958
556,6.65022699655659,2,0.4327927968772428
557,8.652196588991528,0,0.8156634682254927
558,6.654161148549123,1,0.6979858032077122
559,9.656120669244988,0,0.48233376928013594
560,6.658075145110083,1,0.009434038076204592
561,4.6600245701907355,0,0.6434704379995643
562,9.661968938548657,1,0.7419370644592428
563,13.663908244260965,2,0.6415973114735037
564,11.6658424814202,0,0.7258094734078766
565,4.667771644134336,2,0.28186264127071997
566,4.669695726526813,0,2.537758611126911
567,10.67161472273654,0,0.7365516048502383
568,8.673528626917923,1,0.43218132577290186
569,5.6754374332408775,1,1.3605013854145793
570,6.677341135890848,2,1.1940624464133398
571,4.679239729068827,2,0.8425310002477213
572,5.681133206991369,0,0.41470677661325894
573,6.6830215638906125,1,0.37443674221723366
574,5.684904794014296,1,0.19927548197446013
575,5.686782891625771,1,0.14442669849493375
576,9.68865585100403,1,0.3590884298749042
577,8.690523666443712,3,0.4311164731410087
578,5.692386332255128,2,0.1402052416334892
579,6.6942438427642745,1,1.2793922831949738
580,7.696096192312852,1,0.4074021015375135
581,5.697943375258283,0,0.3738073066332224
582,4.699785385973728,1,0.2860300387785955
583,8.701622218848103,1,0.029912846372219137
584,10.703453868286095,0,1.0702387955148456
585,10.705280328708184,0,0.19062598310789328
586,8.707101594550654,2,0.5142544852333064
587,8.708917660265614,2,0.4675247397879308
588,8.710728520321013,1,0.4391204786650882
589,10.712534169200657,0,0.3729704863937486
590,7.714334601404225,0,0.10010418827092989
591,4.716129811447289,0,0.16467286404022988
592,8.717919793861329,3,0.37136630526852465
593,3.719704543193747,3,0.7787607286684607
594,4.721484054007887,0,0.2828072212902644
595,6.723258320883051,4,0.11402940135122229
596,6.725027338414515,0,0.04602717652554199
597,7.726791101213543,2,0.5438525002402103
598,9.728549603907409,1,0.275251194986172
599,6.730302841139409,2,0.06697767988445591
600,7.732050807568877,0,0.5611455356588761
601,8.733793497871206,0,0.11633106154619464
602,1.7355309067378568,1,0.35567191832899325
603,4.737263028876383,0,0.1827771063116462
604,8.738989859010438,1,1.3418500267487516
605,5.740711391879799,0,0.12957197071538515
606,8.74242762224038,0,0.2722933526040632
607,8.744138544864242,0,1.603147607177203
608,11.745844154539618,1,0.191894750275142
609,4.747544446070931,1,0.5172460629993388
610,5.749239414278792,1,0.1904304280324369
611,5.750929054000036,2,0.05864625374595135
612,7.752613360087727,2,0.49382252417733946
613,10.754292327411177,3,1.238656985345077
614,8.75596595085596,0,0.301255468968512
615,6.7576342253239305,1,0.49198581614894615
616,7.759297145733233,2,0.4693939700496617
617,6.760954707018324,1,0.26814839066657786
618,7.762606904129984,1,0.4771217549926069
619,7.7642537320353355,2,0.15009200478470322
620,10.765895185717854,1,0.23743806398807843
621,5.767531260177387,2,0.2919839535501354
622,8.769161950430167,1,0.9975821225043434
623,6.770787251508832,2,0.21411071117043054
624,6.772407158462429,1,0.5041167350988509
625,8.774021666356443,0,0.12002014874231509
626,7.7756307702728025,1,0.1455571305418566
627,9.777234465309897,1,0.522671621212625
628,6.778832746582595,1,0.7183938348782805
629,7.780425609222253,4,0.3100572713884961
630,7.782013048376736,0,0.2040590847659853
631,11.783595059210429,2,1.2054837289896723
632,6.785171636904251,0,0.07298004931376696
633,5.786742776655675,3,0.6377598917592372
634,4.788308473678736,1,0.5858669694439553
635,7.78986872320405,1,0.5859870709484117
636,4.791423520478825,2,1.3699286977136902
637,5.792972860766881,1,0.6513265467521935
638,5.794516739348657,0,0.1794567161781814
639,6.796055151521231,0,0.2180208397700118
640,8.797588092598334,3,0.24805962493989844
641,4.799115557910361,1,0.015646619915117302
642,6.800637542804387,3,1.223865062715094
643,6.802154042644183,1,0.03819900592043064
644,5.803665052810228,0,0.6016436564935285
645,8.80517056869972,0,0.6549649060421481
646,10.806670585726602,1,0.9280371697064094
647,9.808165099321556,2,0.4030037140675036
648,8.80965410493204,1,0.6459730925947222
649,9.81113759802228,1,0.18028621067013742
650,8.8126155740733,2,0.6843922996527931
651,6.81408802858293,1,0.2103521210042937
652,11.815554957065817,1,1.165690257239903
653,6.817016355053443,0,0.0891937373861224
654,5.818472218094137,2,0.18972130766659553
655,6.819922541753087,1,0.3453445536046789
656,5.821367321612354,1,0.7477211469938023
657,11.82280655327089,1,0.6907511409532544
658,6.824240232344546,1,0.11831509067201436
659,4.825668354466085,0,0.07788014363215642
660,6.8270909152852015,0,0.18118097380503645
661,6.828507910468527,1,0.33058608836322595
